ID,Time_hrs,log2.Pop_Size,Pop_Size,Pop_Size_units
28408,93.97590361445783,0.5011892143241193,0.4153797799895229,OD_595
28408,69.87951807228914,0.3831045891900596,0.304145276759211,OD_595
28408,46.98795180722894,0.2544819139398711,0.19290728129910997,OD_595
28408,22.891566265060344,0.09458705085429772,0.0677597345905362,OD_595
28408,0.0,0.04203521979721284,0.0295652173913047,OD_595
89930,671.084337349398,0.5065649006547251,0.42066352365985704,OD_595
89930,646.987951807229,0.5171931872052559,0.431168150864327,OD_595
89930,622.89156626506,0.5242588148732973,0.4381945171992321,OD_595
89930,600.0,0.5330215723093542,0.44695652173913003,OD_595
89930,574.698795180723,0.5382870978192036,0.45224724986904097,OD_595
89930,551.807228915663,0.5348936434153692,0.448835341365462,OD_595
89930,527.7108433734941,0.5384223925963912,0.45238344683080206,OD_595
89930,503.61445783132507,0.555663629376347,0.469844595774402,OD_595
89930,479.5180722891571,0.5523142851954458,0.46643617950061106,OD_595
89930,455.42168674698803,0.5592103888473104,0.473462545835516,OD_595
89930,431.3253012048191,0.5626802299777982,0.477010651300856,OD_595
89930,407.22891566265105,0.56444609566451,0.47881962633141295,OD_595
89930,384.33734939759006,0.564510825723655,0.4788859786973979,OD_595
89930,360.240963855422,0.5713490128367418,0.48591234503230296,OD_595
89930,334.93975903614506,0.5680393264887996,0.482507420988301,OD_595
89930,312.048192771084,0.5782224331281778,0.49300855596298204,OD_595
89930,287.9518072289161,0.5681718598261394,0.48264361795006105,OD_595
89930,263.8554216867471,0.5733074840230155,0.487930853850183,OD_595
89930,239.75903614457803,0.5918049491374264,0.5071311332285661,OD_595
89930,215.66265060241005,0.5902061466017189,0.5054618473895579,OD_595
89930,191.56626506024105,0.603544202782194,0.5194447354635939,OD_595
89930,167.46987951807202,0.5853319230763981,0.500384145276759,OD_595
89930,143.37349397590404,0.5668867927813884,0.481323555089925,OD_595
89930,119.27710843373505,0.47607949836620744,0.39095861707700397,OD_595
89930,95.18072289156633,0.35190627322918455,0.27624585297712606,OD_595
89930,71.08433734939763,0.1654721852524567,0.121533088877248,OD_595
89930,46.98795180722894,0.041844358960408674,0.0294290204295443,OD_595
89930,24.09638554216874,0.014876480270804883,0.0103649380129215,OD_595
89930,0.0,0.007507536668941269,0.0052173913043478395,OD_595
72148,671.084337349398,0.31817275865209393,0.246750480181596,OD_595
72148,646.987951807229,0.34615488350760626,0.271168150864327,OD_595
72148,601.204819277108,0.4118940048439684,0.330431290378907,OD_595
72148,600.0,0.4118977917482769,0.330434782608696,OD_595
72148,622.89156626506,0.3813302726619796,0.302542343286188,OD_595
72148,574.698795180723,0.44368444546237795,0.36007333682556303,OD_595
72148,551.807228915663,0.47116315496051686,0.38622664571328796,OD_595
72148,553.012048192771,0.4711595204690288,0.386223153483499,OD_595
72148,526.506024096385,0.4963578404000553,0.41064780862580796,OD_595
72148,503.614457831325,0.5298285801791024,0.443757639252663,OD_595
72148,479.51807228915703,0.5437339478866354,0.457740527326698,OD_595
72148,455.421686746988,0.5710811258776928,0.485636458878994,OD_595
72148,431.325301204819,0.5812462277626774,0.496141086083464,OD_595
72148,408.433734939759,0.5946636566666151,0.510120481927711,OD_595
72148,383.13253012048204,0.6063168875928248,0.522367731796752,OD_595
72148,359.036144578313,0.6113187366971591,0.527654967696874,OD_595
72148,334.939759036145,0.6293381973702633,0.546855247075258,OD_595
72148,312.04819277108396,0.6358733500363088,0.553878121180374,OD_595
72148,287.95180722891604,0.6455935315971585,0.564382748384844,OD_595
72148,263.85542168674704,0.6456579417951902,0.564452592980618,OD_595
72148,215.66265060241003,0.637746214345474,0.5558966299982541,OD_595
72148,239.759036144578,0.6409031895455849,0.559305046272045,OD_595
72148,191.56626506024102,0.637810975839528,0.5559664745940279,OD_595
72148,167.469879518072,0.5497799557399752,0.46386240614632396,OD_595
72148,143.373493975904,0.4615031303111836,0.37697572900296794,OD_595
72148,119.27710843373502,0.34591705637768766,0.270958617077004,OD_595
72148,95.1807228915663,0.14963570661862863,0.109289331237996,OD_595
72148,72.28915662650601,0.06111081777474963,0.0432687270822422,OD_595
72148,46.98795180722891,0.03206203970831197,0.0224724986904139,OD_595
72148,24.09638554216871,0.014876480270804565,0.0103649380129213,OD_595
72148,0.0,0.007507536668941269,0.00521739130434795,OD_595
42170,672.2891566265059,0.0022050555046921848,0.00152959664745944,OD_595
42170,646.987951807229,0.0023106927234096183,0.00160293347302276,OD_595
42170,600.0,0.0025068556105749084,0.00173913043478269,OD_595
42170,575.9036144578309,0.005109774501092496,0.0035481054653395704,OD_595
42170,551.807228915663,0.002708020612349804,0.0018788196263316301,OD_595
42170,526.506024096386,0.0003072988483049876,0.000213026017112039,OD_595
42170,502.409638554217,0.005415986990891982,0.0037611314824516104,OD_595
42170,480.72289156626505,0.005506332357319566,0.00382399161864855,OD_595
42170,455.421686746988,0.008108860052475566,0.00563645887899433,OD_595
42170,431.325301204819,0.0032108104329695987,0.00222804260520348,OD_595
42170,383.13253012048204,0.00591281650725056,0.004106862231534779,OD_595
42170,360.24096385542197,0.006008148060352779,0.00417321459752074,OD_595
42170,334.939759036145,0.006113507185363379,0.00424655142308372,OD_595
42170,312.04819277108396,0.00620882547842704,0.00431290378906946,OD_595
42170,287.95180722891604,0.0038089020809534873,0.0026436179500612896,OD_595
42170,263.85542168674704,0.00640947498635837,0.0044525929806181795,OD_595
42170,240.96385542168701,0.00900036170477531,0.0062580757813864895,OD_595
42170,215.66265060241003,0.006610096591908839,0.00459228217216701,OD_595
42170,191.56626506024102,0.004210841171445779,0.00292299633315873,OD_595
42170,167.469879518072,0.0018075890525535694,0.0012537104941506801,OD_595
42170,144.578313253012,0.009400857238889991,0.00653745416448404,OD_595
42170,119.27710843373502,0.009505968896569489,0.00661079099004735,OD_595
42170,96.38554216867472,0.002104441437959932,0.00145975205168525,OD_595
42170,71.0843373493976,0.007211794071850054,0.00501134974681339,OD_595
42170,46.98795180722891,0.004813539919995385,0.0033420639078053397,OD_595
42170,22.891566265060217,0.004913965237082051,0.00341190850357975,OD_595
42170,0.0,0.00500936281374546,0.00347826086956549,OD_595
04764,670.5882352941184,0.48663511454479713,0.401173020527859,OD_595
04764,646.2474645030434,0.49025391671200785,0.40469208211143703,OD_595
04764,600.0000000000003,0.4775481957303718,0.392375366568915,OD_595
04764,573.2251521298173,0.4684036793279282,0.38357771260997103,OD_595
04764,551.3184584178504,0.4720684443152224,0.387096774193548,OD_595
04764,528.1947261663283,0.47572392357047305,0.39061583577712605,OD_595
04764,502.63691683570033,0.45179604928896155,0.367741935483871,OD_595
04764,479.51318458417836,0.4424863049532874,0.358944281524927,OD_595
04764,453.95537525354933,0.4443530661033991,0.36070381231671506,OD_595
04764,430.83164300202833,0.4331160942206951,0.35014662756598197,OD_595
04764,406.49087221095334,0.40655103339101467,0.32551319648093796,OD_595
04764,383.36713995943234,0.40271577626068655,0.321994134897361,OD_595
04764,359.02636916835735,0.3677317845004868,0.29032258064516103,OD_595
04764,334.6855983772823,0.3479233034203071,0.272727272727273,OD_595
04764,311.56186612576033,0.33187833684498724,0.258651026392962,OD_595
04764,287.22109533468637,0.3074712596830132,0.237536656891496,OD_595
04764,262.88032454361036,0.28055581430897775,0.21466275659824102,OD_595
04764,238.53955375253537,0.28055581430897647,0.21466275659824,OD_595
04764,214.19878296146035,0.25525705524207437,0.193548387096774,OD_595
04764,191.07505070993935,0.21427068684757605,0.16011730205278601,OD_595
04764,166.73427991886433,0.18330721336305972,0.13548387096774198,OD_595
04764,143.61054766734335,0.1630453634924025,0.11964809384164199,OD_595
04764,118.05273833671335,0.14249488881700245,0.10381231671554302,OD_595
04764,94.92900608519275,0.1146308137342392,0.0826979472140762,OD_595
04764,71.80527383367144,0.07421210479887881,0.0527859237536656,OD_595
04764,46.24746450304274,0.054792472840379254,0.0387096774193548,OD_595
04764,23.123732251521243,0.037583182808156305,0.0263929618768329,OD_595
04764,0.0,0.020166129730747374,0.0140762463343111,OD_595
04764,623.1237322515213,0.47937016403090005,0.39413489736070395,OD_595
54500,670.5882352941173,0.2679618881970666,0.204105571847507,OD_595
54500,646.2474645030424,0.2742725934565737,0.209384164222874,OD_595
54500,621.9066937119684,0.2763700423952732,0.211143695014663,OD_595
54500,598.7829614604464,0.28055581430897775,0.21466275659824102,OD_595
54500,573.2251521298173,0.29717850467517887,0.228739002932551,OD_595
54500,550.1014198782963,0.2930407531555738,0.225219941348974,OD_595
54500,526.9776876267744,0.3115678882024906,0.24105571847507298,OD_595
54500,502.63691683569937,0.3074712596830132,0.237536656891496,OD_595
54500,478.29614604462535,0.3033629653807677,0.234017595307918,OD_595
54500,453.95537525354933,0.3115678882024906,0.24105571847507298,OD_595
54500,430.83164300202833,0.3237884369128897,0.25161290322580604,OD_595
54500,406.49087221095334,0.3237884369128907,0.251612903225807,OD_595
54500,382.15010141987835,0.3278390573769742,0.255131964809384,OD_595
54500,359.02636916835735,0.3399231255764818,0.265689149560117,OD_595
54500,334.6855983772823,0.333893743516249,0.260410557184751,OD_595
54500,311.56186612576033,0.34592741418213874,0.27096774193548395,OD_595
54500,286.0040567951323,0.34592741418213874,0.27096774193548395,OD_595
54500,262.88032454361036,0.3578615404764259,0.281524926686217,OD_595
54500,238.53955375253537,0.3598409988810219,0.283284457478006,OD_595
54500,215.41582150101434,0.33187833684498724,0.258651026392962,OD_595
54500,191.07505070993935,0.28889110012911223,0.22170087976539604,OD_595
54500,166.73427991886433,0.23598753003923667,0.177712609970674,OD_595
54500,143.61054766734335,0.19444203869749127,0.144281524926686,OD_595
54500,119.26977687626835,0.15394793949994107,0.112609970674487,OD_595
54500,94.92900608519254,0.1052218996835196,0.0756598240469208,OD_595
54500,70.58823529411764,0.06210550194222554,0.0439882697947215,OD_595
54500,47.46450304259634,0.035107869005224744,0.0246334310850441,OD_595
54500,24.34077079107524,0.015150962313413601,0.0105571847507333,OD_595
54500,0.0,0.007595370200965149,0.00527859237536665,OD_595
62429,671.8052738336714,0.19222193817080685,0.14252199413489702,OD_595
62429,647.4645030425964,0.19665872805685036,0.146041055718475,OD_595
62429,624.3407707910754,0.20328843355463658,0.151319648093842,OD_595
62429,598.7829614604465,0.20549158242904525,0.15307917888563,OD_595
62429,575.6592292089255,0.21427068684757605,0.16011730205278601,OD_595
62429,551.3184584178505,0.20549158242904636,0.153079178885631,OD_595
62429,528.1947261663285,0.21208091404029264,0.15835777126099698,OD_595
62429,502.6369168356995,0.21208091404029264,0.15835777126099698,OD_595
62429,479.5131845841785,0.22082013333813602,0.16539589442815303,OD_595
62429,455.1724137931035,0.2273399814257257,0.17067448680351902,OD_595
62429,432.0486815415825,0.22516997092752294,0.16891495601173,OD_595
62429,407.70791075050744,0.22082013333813602,0.16539589442815303,OD_595
62429,383.36713995943245,0.20988781246637633,0.156598240469208,OD_595
62429,360.24340770791144,0.20988781246637633,0.156598240469208,OD_595
62429,335.90263691683543,0.18999841596201875,0.140762463343108,OD_595
62429,311.56186612576045,0.18106989829970072,0.133724340175953,OD_595
62429,288.43813387423944,0.15850382236248775,0.11612903225806501,OD_595
62429,264.09736308316445,0.1401933275085213,0.102052785923754,OD_595
62429,239.75659229208946,0.12630631614761675,0.0914956011730206,OD_595
62429,216.63286004056746,0.10757988719981493,0.0774193548387098,OD_595
62429,192.29208924949344,0.08860718583262304,0.0633431085043988,OD_595
62429,167.95131845841846,0.06938164814037316,0.0492668621700879,OD_595
62429,144.82758620689745,0.05723427038952914,0.0404692082111437,OD_595
62429,120.48681541582145,0.04498374356042658,0.0316715542521996,OD_595
62429,96.14604462474676,0.04005425684800346,0.0281524926686219,OD_595
62429,71.80527383367145,0.020166129730746742,0.0140762463343108,OD_595
62429,48.68154158215016,0.012636825677925463,0.00879765395894427,OD_595
62429,24.340770791075254,0.005068020577878435,0.0035190615835777295,OD_595
62429,0.0,0.005068020577878754,0.0035190615835778397,OD_595
86523,671.8052738336712,0.16077637999840655,0.11788856304985301,OD_595
86523,647.4645030425962,0.1630453634924025,0.11964809384164199,OD_595
86523,624.3407707910752,0.15394793949994107,0.112609970674487,OD_595
86523,598.7829614604452,0.1585038223624863,0.11612903225806401,OD_595
86523,575.6592292089252,0.16077637999840655,0.11788856304985301,OD_595
86523,551.3184584178503,0.1562276793067758,0.11436950146627599,OD_595
86523,526.9776876267752,0.16531078406921365,0.12140762463343101,OD_595
86523,503.85395537525324,0.1630453634924025,0.11964809384164199,OD_595
86523,479.51318458417825,0.16757265290078477,0.12316715542522,OD_595
86523,455.17241379310326,0.17658483238418587,0.130205278592375,OD_595
86523,432.04868154158225,0.16531078406921365,0.12140762463343101,OD_595
86523,407.7079107505072,0.14937762403822644,0.10909090909090899,OD_595
86523,383.3671399594322,0.15166459155685016,0.11085043988269802,OD_595
86523,360.2434077079112,0.14937762403822644,0.10909090909090899,OD_595
86523,335.9026369168352,0.1401933275085213,0.102052785923754,OD_595
86523,311.5618661257602,0.1447927842444914,0.105571847507331,OD_595
86523,288.4381338742392,0.14249488881700245,0.10381231671554302,OD_595
86523,262.88032454361024,0.13095018831466743,0.0950146627565984,OD_595
86523,239.75659229208924,0.12863012074274544,0.0932551319648094,OD_595
86523,215.41582150101422,0.1122843317191785,0.0809384164222875,OD_595
86523,191.07505070993923,0.10049433114653504,0.0721407624633433,OD_595
86523,167.95131845841823,0.08860718583262335,0.0633431085043989,OD_595
86523,143.61054766734324,0.08860718583262304,0.0633431085043988,OD_595
86523,120.48681541582123,0.07662128160291239,0.0545454545454545,OD_595
86523,94.92900608519264,0.05967194211714367,0.0422287390029327,OD_595
86523,71.80527383367132,0.05967194211714336,0.0422287390029326,OD_595
86523,47.46450304259623,0.04744218500887883,0.0334310850439883,OD_595
86523,24.340770791075027,0.027656342902865595,0.0193548387096775,OD_595
86523,0.0,0.025163923554088106,0.0175953079178884,OD_595
00754,670.5882352941173,0.14249488881700245,0.10381231671554302,OD_595
00754,647.4645030425963,0.1401933275085213,0.102052785923754,OD_595
00754,623.1237322515213,0.13557916033151043,0.0985337243401759,OD_595
00754,598.7829614604464,0.1447927842444914,0.105571847507331,OD_595
00754,575.6592292089254,0.14708702545030627,0.10733137829912,OD_595
00754,551.3184584178504,0.1401933275085213,0.102052785923754,OD_595
00754,526.9776876267744,0.14937762403822644,0.10909090909090899,OD_595
00754,502.63691683569937,0.14937762403822644,0.10909090909090899,OD_595
00754,479.5131845841793,0.14937762403822644,0.10909090909090899,OD_595
00754,453.95537525354933,0.15166459155685016,0.11085043988269802,OD_595
00754,432.04868154158237,0.1447927842444914,0.105571847507331,OD_595
00754,407.7079107505073,0.13095018831466712,0.0950146627565983,OD_595
00754,384.5841784989863,0.13557916033151102,0.0985337243401762,OD_595
00754,359.02636916835735,0.1332665308634641,0.0967741935483871,OD_595
00754,335.9026369168353,0.12397876247111822,0.0897360703812318,OD_595
00754,311.56186612576033,0.1332665308634641,0.0967741935483871,OD_595
00754,288.4381338742393,0.12863012074274544,0.0932551319648094,OD_595
00754,264.09736308316434,0.1122843317191785,0.0809384164222875,OD_595
00754,239.75659229208935,0.11931235934870153,0.0862170087976539,OD_595
00754,215.41582150101434,0.1146308137342392,0.0826979472140762,OD_595
00754,191.07505070993935,0.08621795805903282,0.0615835777126099,OD_595
00754,167.95131845841834,0.08382476695306507,0.0598240469208213,OD_595
00754,144.82758620689634,0.0790264419947413,0.0563049853372434,OD_595
00754,120.48681541582134,0.06696034120968787,0.0475073313782991,OD_595
00754,96.14604462474644,0.05967194211714367,0.0422287390029327,OD_595
00754,71.80527383367144,0.042521105623823524,0.0299120234604106,OD_595
00754,48.68154158215005,0.03262830086539164,0.0228739002932552,OD_595
00754,24.34077079107514,0.017660725267420362,0.0123167155425221,OD_595
00754,0.0,0.012636825677925463,0.00879765395894438,OD_595
71178,670.6966998428497,0.2609420268725544,0.19826086956521802,OD_595
71178,645.3954950235717,0.2609420268725544,0.19826086956521802,OD_595
71178,621.3026017111928,0.25884660887036065,0.196521739130435,OD_595
71178,597.2027239392347,0.2609420268725544,0.19826086956521802,OD_595
71178,573.0958617076998,0.267210081804988,0.20347826086956602,OD_595
71178,550.2112799022177,0.2630344058337938,0.2,OD_595
71178,526.1009254408938,0.27137370674652395,0.20695652173913104,OD_595
71178,501.9975554391478,0.27552535001699124,0.210434782608696,OD_595
71178,477.90116989697873,0.27552535001699124,0.210434782608696,OD_595
71178,453.78033874628875,0.2899627332407978,0.22260869565217398,OD_595
71178,429.69442989348676,0.2837929660005924,0.217391304347827,OD_595
71178,406.8133403177928,0.2775967000366864,0.212173913043479,OD_595
71178,381.51213549851576,0.2775967000366864,0.212173913043479,OD_595
71178,358.6100925440897,0.28379296600059106,0.21739130434782603,OD_595
71178,334.5206914614978,0.2796650803779148,0.213913043478261,OD_595
71178,310.42081368954075,0.2817304995436994,0.21565217391304395,OD_595
71178,286.32442814737175,0.2817304995436994,0.21565217391304395,OD_595
71178,262.23153483499175,0.2796650803779148,0.213913043478261,OD_595
71178,238.13864152261172,0.2775967000366864,0.212173913043479,OD_595
71178,214.07717827833073,0.2567481429863622,0.19478260869565198,OD_595
71178,190.04714510214774,0.2162861466423152,0.16173913043478302,OD_595
71178,119.12345032303072,0.11335262429886517,0.0817391304347828,OD_595
71178,141.9626331412607,0.14773141642456308,0.10782608695652197,OD_595
71178,167.22542343286173,0.172431857052888,0.126956521739131,OD_595
71178,93.86764449100743,0.08288027207459486,0.0591304347826087,OD_595
71178,69.82015016588083,0.049327712363568636,0.0347826086956524,OD_595
71178,46.95652173913043,0.029798547278314384,0.0208695652173911,OD_595
71178,22.881089575694027,0.014976207572791337,0.0104347826086957,OD_595
71178,0.0,0.00750753666894095,0.00521739130434762,OD_595
70251,670.5954251789764,0.32242981460756054,0.250434782608696,OD_595
70251,645.2872359001215,0.3264373034090851,0.253913043478261,OD_595
70251,622.4061463244284,0.320421887991315,0.24869565217391398,OD_595
70251,598.3062685524704,0.32242981460756054,0.250434782608696,OD_595
70251,574.1924218613584,0.332427741251468,0.259130434782609,OD_595
70251,550.0960363191895,0.332427741251468,0.259130434782609,OD_595
70251,525.9891740876544,0.3383934080878573,0.264347826086957,OD_595
70251,501.8997730050634,0.3344190390705601,0.260869565217392,OD_595
70251,479.0012222804254,0.3383934080878573,0.264347826086957,OD_595
70251,453.7035096909374,0.3364075921640133,0.262608695652174,OD_595
70251,430.8154356556654,0.3344190390705601,0.260869565217392,OD_595
70251,405.5316919853324,0.324434950497938,0.25217391304347897,OD_595
70251,382.64361795006135,0.32242981460756054,0.250434782608696,OD_595
70251,358.5507246376814,0.3204218879913137,0.248695652173913,OD_595
70251,333.2984110354464,0.29201347280556017,0.224347826086957,OD_595
70251,310.4277981491184,0.2796650803779148,0.213913043478261,OD_595
70251,286.36284267504743,0.2609420268725544,0.19826086956521802,OD_595
70251,262.3048716605554,0.23772331730460675,0.17913043478260898,OD_595
70251,238.24340841627347,0.2162861466423152,0.16173913043478302,OD_595
70251,214.17845294220345,0.19671650917631522,0.14608695652174,OD_595
70251,190.14841976602042,0.15450994905562537,0.11304347826087,OD_595
70251,167.29177579884745,0.1317898725555414,0.0956521739130436,OD_595
70251,143.21983586519946,0.1156702071922646,0.0834782608695654,OD_595
70251,117.95355334380945,0.09232511785904408,0.0660869565217392,OD_595
70251,95.07944822769335,0.08050936761184814,0.0573913043478262,OD_595
70251,71.02147721320054,0.0541689754330677,0.0382608695652176,OD_595
70251,46.95652173913034,0.03225419900462702,0.022608695652174,OD_595
70251,24.085908852802547,0.017457197076546763,0.0121739130434786,OD_595
70251,0.0,0.010001392157498849,0.00695652173913031,OD_595
51552,670.4312903789067,0.4454503514593035,0.36173913043478295,OD_595
51552,646.3279203771607,0.4491306979472531,0.365217391304349,OD_595
51552,622.2280426052038,0.4509673564268696,0.36695652173913107,OD_595
51552,599.3329841103537,0.4528016796757498,0.36869565217391403,OD_595
51552,574.0387637506547,0.4491306979472519,0.36521739130434794,OD_595
51552,551.0913218089747,0.47824028657697304,0.39304347826087,OD_595
51552,526.9914440370177,0.48004028062318355,0.39478260869565296,OD_595
51552,501.6867469879517,0.4818380316855771,0.396521739130435,OD_595
51552,478.7916884931027,0.48363354534719155,0.39826086956521795,OD_595
51552,454.7337174786098,0.46375890987224117,0.37913043478260905,OD_595
51552,430.6408241662298,0.4619384742478732,0.3773913043478271,OD_595
51552,406.57237646237076,0.4472916982834714,0.363478260869566,OD_595
51552,382.4620220010477,0.4546336736246391,0.37043478260869606,OD_595
51552,358.35166753972373,0.4619384742478732,0.3773913043478271,OD_595
51552,334.26925091671075,0.4546336736246391,0.37043478260869606,OD_595
51552,310.15540422559775,0.46375890987224117,0.37913043478260905,OD_595
51552,287.24986904138274,0.4710177681587351,0.38608695652173997,OD_595
51552,263.14649903963675,0.4746335470962398,0.38956521739130495,OD_595
51552,239.05011349746772,0.4746335470962398,0.38956521739130495,OD_595
51552,214.98515802339773,0.45829069723272775,0.373913043478261,OD_595
51552,190.97258599615873,0.4137824360932204,0.332173913043479,OD_595
51552,166.96350619870773,0.3659115864740962,0.288695652173913,OD_595
51552,144.10337000174573,0.34828169245230534,0.27304347826087,OD_595
51552,118.89994761655272,0.29201347280556017,0.224347826086957,OD_595
51552,94.91880565741224,0.22275081036844652,0.16695652173913098,OD_595
51552,72.14248297537982,0.14999446793313279,0.109565217391305,OD_595
51552,48.10546533961933,0.11103131238874395,0.0800000000000001,OD_595
51552,22.85664396717303,0.07575583764121335,0.0539130434782609,OD_595
51552,0.0,0.051750374630424145,0.0365217391304349,OD_595
54961,672.2856643967169,0.017457197076547394,0.012173913043478998,OD_595
54961,646.98445957744,0.017457197076546763,0.0121739130434786,OD_595
54961,622.884581805483,0.019933927368759763,0.0139130434782615,OD_595
54961,600.0,0.014976207572791654,0.0104347826086959,OD_595
54961,575.910598917409,0.010001392157499485,0.00695652173913075,OD_595
54961,551.81421337524,0.010001392157499485,0.00695652173913075,OD_595
54961,527.7178278330709,0.010001392157499485,0.00695652173913075,OD_595
54961,503.6214422909029,0.010001392157499485,0.00695652173913075,OD_595
54961,479.51458005936786,0.017457197076547394,0.012173913043478998,OD_595
54961,455.42517897677595,0.012490944183197464,0.00869565217391344,OD_595
54961,431.33228566439686,0.010001392157499485,0.00695652173913075,OD_595
54961,408.4442116291249,0.007507536668941907,0.005217391304348279,OD_595
54961,384.3478260869569,0.007507536668941907,0.005217391304348279,OD_595
54961,360.2549327745769,0.00500936281374546,0.0034782608695656,OD_595
54961,336.1515627728299,0.010001392157499803,0.00695652173913097,OD_595
54961,310.85734241313094,0.0050093628137451406,0.0034782608695653697,OD_595
54961,287.9622839182819,0.007507536668941269,0.0052173913043478395,OD_595
54961,263.8624061463239,0.010001392157499166,0.00695652173913053,OD_595
54961,238.56120132704692,0.010001392157499166,0.00695652173913053,OD_595
54961,215.6731272917759,0.007507536668941269,0.0052173913043478395,OD_595
54961,191.5697572900299,0.01249094418319683,0.00869565217391299,OD_595
54961,167.48035620743792,0.007507536668941269,0.0052173913043478395,OD_595
54961,143.3734939759039,0.014976207572791654,0.0104347826086959,OD_595
54961,119.2736162039459,0.017457197076546763,0.0121739130434786,OD_595
54961,95.17723066177751,0.017457197076546447,0.0121739130434784,OD_595
54961,71.07735288982012,0.01993392736875913,0.0139130434782611,OD_595
54961,48.185786624759906,0.019933927368758816,0.0139130434782608,OD_595
54961,24.092893312380014,0.017457197076546763,0.0121739130434786,OD_595
54961,0.0,0.01497620757279102,0.0104347826086955,OD_595
87483,672.198358651999,0.05175037463042476,0.0365217391304353,OD_595
87483,646.907630522088,0.0444701487142662,0.031304347826087,OD_595
87483,624.019556486817,0.042035219797213155,0.029565217391305004,OD_595
87483,601.1454513707,0.02979854727831501,0.0208695652173916,OD_595
87483,574.646411733892,0.02487466863902979,0.0173913043478264,OD_595
87483,550.5500261917231,0.02487466863902979,0.0173913043478264,OD_595
87483,526.467609568709,0.014976207572791654,0.0104347826086959,OD_595
87483,504.77387812117996,0.019933927368759447,0.0139130434782613,OD_595
87483,480.684477038589,0.014976207572791654,0.0104347826086959,OD_595
87483,456.595075955998,0.010001392157499485,0.00695652173913075,OD_595
87483,431.29736336650905,0.0075075366689415874,0.00521739130434806,OD_595
87483,408.409289331238,0.00500936281374546,0.0034782608695656,OD_595
